brand,name,url,image,unit,price_original,price_sale,saving_amount,saving_pct,rebate_raw,stock_qty,stock_text,pickup,delivery
ALLEN + ROTH,"Lampe sur pied allen + roth avec accent marbré, 62 po, métal, laiton antique",https://www.rona.ca/fr/produit/lampe-sur-pied-allen-roth-avec-accent-marbre-62-po-metal-laiton-antique-gs-f00885ab-63745010,https://cdn.rona.ca/images/63745010_M.jpg,chacun,129.99,100.0,29.99000000000001,23.07,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Luminaire sur rail Globe Électrique blanc et laiton, 4 lumières 34 po",https://www.rona.ca/fr/produit/globe-electric-luminaire-sur-rail-globe-electrique-blanc-et-laiton-4-lumieres-34-po-59805-00795857,https://cdn.rona.ca/images/00795857_M.jpg,chacun,134.99,105.0,29.99000000000001,22.22,"29,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Luminaire suspendu à 1 lumière Allen + Roth, blanc, montage sur corde, ampoule A19 de 60 W (vendue séparement)",https://www.rona.ca/fr/produit/luminaire-suspendu-a-1-lumiere-allen-roth-blanc-montage-sur-corde-ampoule-a19-de-60-w-vendue-separement-ws-pc2020-62-08385077,https://cdn.rona.ca/images/08385077_M.jpg,chacun,139.99,110.0,29.99000000000001,21.42,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,Suspension Allen + Roth à 5 ampoules en verre clair (nickel brossé),https://www.rona.ca/fr/produit/suspension-allen-roth-a-5-ampoules-en-verre-clair-nickel-brosse-fd18-352-45055029,https://cdn.rona.ca/images/45055029_M.jpg,chacun,149.99,120.0,29.99000000000001,19.99,"29,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
CANARM,Applique murale Dalroy de 23 po au fini chrome à 3 lumières par Canarm,https://www.rona.ca/fr/produit/applique-murale-dalroy-de-23-po-au-fini-chrome-a-3-lumieres-par-canarm-ivl1042a03ch-05115790,https://cdn.rona.ca/images/05115790_M.jpg,chacun,149.99,120.0,29.99000000000001,19.99,"29,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CANARM,Applique murale Davi par Canarm 23 po 3 lumières noir mat,https://www.rona.ca/fr/produit/applique-murale-davi-par-canarm-23-po-3-lumieres-noir-mat-ivl699b03bk-05115788,https://cdn.rona.ca/images/05115788_M.jpg,chacun,149.99,120.0,29.99000000000001,19.99,"29,99 $",10.0,10 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Lustre à 4 lumières, 18,5"" x 27,5"", métal, chrome",https://www.rona.ca/fr/produit/project-source-lustre-a-4-lumieres-18-5-x-27-5-metal-chrome-sm-201951404-c-43855117,https://cdn.rona.ca/images/43855117_M.jpg,chacun,159.99,130.0,29.99000000000001,18.74,"29,99 $",6.0,6 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Lampe sur pied Project Source, métal et tissu, nickel brossé et blanc",https://www.rona.ca/fr/produit/lampe-sur-pied-project-source-metal-et-tissu-nickel-brosse-et-blanc-sm-142-66905383,https://cdn.rona.ca/images/66905383_M.jpg,chacun,159.99,130.0,29.99000000000001,18.74,"29,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Suspension carrée Draper intensité variable, DEL 30 W, noir",https://www.rona.ca/fr/produit/globe-electric-suspension-carree-draper-intensite-variable-del-30-w-noir-65847-00795793,https://cdn.rona.ca/images/00795793_M.jpg,chacun,179.99,150.0,29.99000000000001,16.66,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
DREMEL,"Meule à tronçonner Ultra-Saw Dremel, tailles variées, oxyde d'aluminium, paquet de 6",https://www.rona.ca/fr/produit/meule-a-tronconner-ultra-saw-dremel-tailles-variees-oxyde-daluminium-paquet-de-6-us700-19835914,https://cdn.rona.ca/images/19835914_M.jpg,chaque,49.99,20.0,29.990000000000002,59.99,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
GE,Kit télécommande sans fil à variation de couleur et ampoule intelligente A19 blanc doux C by GE,https://www.rona.ca/fr/produit/kit-telecommande-sans-fil-a-variation-de-couleur-et-ampoule-intelligente-a19-blanc-doux-c-by-ge-93128924-41537547,https://cdn.rona.ca/images/41537547_M.jpg,chacun,54.99,25.0,29.990000000000002,54.54,"29,99 $",6.0,6 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Plafonnier Prominence Home à DEL intégré de 13 po, nickel brossé",https://www.rona.ca/fr/produit/allen-roth-plafonnier-prominence-home-a-del-integre-de-13-po-nickel-brosse-41224-32019352,https://cdn.rona.ca/images/32019352_M.jpg,chacun,59.99,30.0,29.990000000000002,49.99,"29,99 $",26.0,26 en magasin,Ramassage en magasin,Livraison
BAZZ SMART HOME,"Convertisseur de télécommandes infrarouge, 4""",https://www.rona.ca/fr/produit/bazz-smart-home-convertisseur-de-telecommandes-infrarouge-4-irremotewfbk-33785565,https://cdn.rona.ca/images/33785565_M.jpg,chacun,59.99,30.0,29.990000000000002,49.99,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
GREENWORKS,Batterie rechargeable aux ions lithium Greenworks 2.0 Ah/24 Volts,https://www.rona.ca/fr/produit/batterie-rechargeable-aux-ions-lithium-greenworks-20-ah-24-volts-29842-41536375,https://cdn.rona.ca/images/41536375_M.jpg,chacun,79.99,50.0,29.989999999999995,37.49,"29,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
NORTON,"Lame de scie circulaire segmentée en diamant Classic Norton, rejointoiement, acier allié, 4 1/2 po dia",https://www.rona.ca/fr/produit/lame-de-scie-circulaire-segmentee-en-diamant-classic-norton-rejointoiement-acier-allie-4-1-2-po-dia-70184681777-77375745,https://cdn.rona.ca/images/77375745_M.jpg,chacun,79.99,50.0,29.989999999999995,37.49,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
HEATH ZENITH,"Lumière de sécurité DEL avec détecteur de mouvement à 180° Heath Zenith, noir, à batterie",https://www.rona.ca/fr/produit/lumiere-de-securite-del-avec-detecteur-de-mouvement-a-180-heath-zenith-noir-a-batterie-hw-9304-bk-00795965,https://cdn.rona.ca/images/00795965_M.jpg,chacun,79.99,50.0,29.989999999999995,37.49,"29,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
LUMIRAMA,Luminaire sur rail Lumirama blanc 3 lumières 17.5 po,https://www.rona.ca/fr/produit/luminaire-sur-rail-lumirama-blanc-3-lumieres-175-po-4024-73-wht-66905389,https://cdn.rona.ca/images/66905389_M.jpg,chacun,89.99,60.0,29.989999999999995,33.33,"29,99 $",6.0,6 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Rail d'éclairage 4 lumières, 19,5 x 17'' x 31,5'' chrome",https://www.rona.ca/fr/produit/globe-electric-rail-declairage-4-lumieres-19-5-x-17-x-31-5-chrome-59373-00795777,https://cdn.rona.ca/images/00795777_M.jpg,chacun,119.99,90.0,29.989999999999995,24.99,"29,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Plafonnier Prominence Home à DEL intégré de 13 po, bronze huilé, ensemble de 2",https://www.rona.ca/fr/produit/allen-roth-plafonnier-prominence-home-a-del-integre-de-13-po-bronze-huile-ensemble-de-2-41220-32019356,https://cdn.rona.ca/images/32019356_M.jpg,chacun,109.0,80.0,29.0,26.61,29 $,8.0,8 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,Applique murale Vallymede 24 po à 3 lumières au fini bronze vieilli de style campagnard par allen + roth,https://www.rona.ca/fr/produit/applique-murale-vallymede-24-po-a-3-lumieres-au-fini-bronze-vieilli-de-style-campagnard-par-allen-roth-b10019-32016458,https://cdn.rona.ca/images/32016458_M.jpg,chacun,129.0,100.0,29.0,22.48,29 $,23.0,23 en magasin,Ramassage en magasin,Livraison
CANARM,"Rail d'éclairage Canarm Mayda, 4 lumières 29,5 po dimmable or",https://www.rona.ca/fr/produit/rail-declairage-canarm-mayda-4-lumieres-29-5-po-dimmable-or-it1035a04gd10-05115829,https://cdn.rona.ca/images/05115829_M.jpg,chacun,129.0,100.0,29.0,22.48,29 $,5.0,5 en magasin,Ramassage en magasin,Livraison
EUROFASE,"Luminaire arrondi suspendu, 15'' x 11,8'', DEL, noir",https://www.rona.ca/fr/produit/eurofase-luminaire-arrondi-suspendu-15-x-11-8-del-noir-34792-lwc-52945400,https://cdn.rona.ca/images/52945400_M.jpg,chacun,154.0,125.0,29.0,18.83,29 $,2.0,2 en magasin,Ramassage en magasin,Livraison
LUMIRAMA,"Semi-plafonnier Trattorua de Lumirama, 2 ampoules E26 de 60 W, fini bois noir, verre bullé",https://www.rona.ca/fr/produit/semi-plafonnier-trattorua-de-lumirama-2-ampoules-e26-de-60-w-fini-bois-noir-verre-bulle-3379-72-dkwd-66905297,https://cdn.rona.ca/images/66905297_M.jpg,chacun,159.0,130.0,29.0,18.24,29 $,2.0,2 en magasin,Ramassage en magasin,Livraison
GE,Kit détecteur de mouvements C by GE et ampoule intelligente A19 blanc doux C by GE,https://www.rona.ca/fr/produit/kit-detecteur-de-mouvements-c-by-ge-et-ampoule-intelligente-a19-blanc-doux-c-by-ge-93128925-41537557,https://cdn.rona.ca/images/41537557_M.jpg,chacun,49.99,21.0,28.990000000000002,57.99,"28,93 $",7.0,7 en magasin,Ramassage en magasin,Livraison
HANDY HEATER,Chauffrette portative de céramique Handy Heater 1200W,https://www.rona.ca/fr/produit/chauffrette-portative-de-ceramique-handy-heater-1200w-8857qp-24-11815059,https://cdn.rona.ca/images/11815059_M.jpg,chacun,57.99,29.0,28.990000000000002,49.99,28 $,10.0,10 en magasin,Ramassage en magasin,Livraison
MULTINAUTIC,"Roues de quille de en caoutchouc noir, 8 po",https://www.rona.ca/fr/produit/roues-de-quille-de-en-caoutchouc-noir-8-po-70615108,https://cdn.rona.ca/images/70615108_M.jpg,chacun,69.99,41.0,28.989999999999995,41.42,28 $,1.0,1 en magasin,Ramassage en magasin,Livraison
CHAMBERLAIN,"Télécommande de porte de garage Chamberlain avec porte-clés, 3 boutons, portée de 1500 pi",https://www.rona.ca/fr/produit/telecommande-de-porte-de-garage-chamberlain-avec-porte-cles-3-boutons-portee-de-1500-pi-g956evc-p2-07645044,https://cdn.rona.ca/images/07645044_M.jpg,chacun,71.99,43.0,28.989999999999995,40.27,"28,80 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CHAMBERLAIN,"Télécommande universelle pour porte de garage Chamberlain, acier inoxydable",https://www.rona.ca/fr/produit/telecommande-universelle-pour-porte-de-garage-chamberlain-acier-inoxydable-klik5c-07645034,https://cdn.rona.ca/images/07645034_M.jpg,chacun,71.99,43.0,28.989999999999995,40.27,"28,80 $",1.0,1 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Filtres à eau M-2-2 pour réfrigérateur Project Source, paquet de 2",https://www.rona.ca/fr/produit/filtres-a-eau-m-2-2-pour-refrigerateur-project-source-paquet-de-2-72365002,https://cdn.rona.ca/images/72365002_M.jpg,chacun,78.99,50.0,28.989999999999995,36.7,"28,99 $",14.0,14 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Filtres à eau L-3-2 pour réfrigérateur Project Source, paquet de 2",https://www.rona.ca/fr/produit/filtres-a-eau-l-3-2-pour-refrigerateur-project-source-paquet-de-2-72365006,https://cdn.rona.ca/images/72365006_M.jpg,chacun,78.99,50.0,28.989999999999995,36.7,"28,99 $",15.0,15 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Filtres à eau F-8-2 pour réfrigérateur Project Source, paquet de 2",https://www.rona.ca/fr/produit/filtres-a-eau-f-8-2-pour-refrigerateur-project-source-paquet-de-2-72365009,https://cdn.rona.ca/images/72365009_M.jpg,chacun,78.99,50.0,28.989999999999995,36.7,"28,99 $",17.0,17 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Filtres à eau G-1-2 pour réfrigérateur de Project Source, paquet de 2",https://www.rona.ca/fr/produit/filtres-a-eau-g-1-2-pour-refrigerateur-de-project-source-paquet-de-2-72365001,https://cdn.rona.ca/images/72365001_M.jpg,chacun,78.99,50.0,28.989999999999995,36.7,"28,99 $",17.0,17 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Filtres à eau S-4-2 pour réfrigérateur Project Source, paquet de 2",https://www.rona.ca/fr/produit/filtres-a-eau-s-4-2-pour-refrigerateur-project-source-paquet-de-2-72365008,https://cdn.rona.ca/images/72365008_M.jpg,chacun,78.99,50.0,28.989999999999995,36.7,"28,99 $",9.0,9 en magasin,Ramassage en magasin,Livraison
,"Lilas «Syringa» nain assortis, pot # 2",https://www.rona.ca/fr/produit/lilas-syringa-nain-assortis-pot-2-2synas0002-14905194,https://cdn.rona.ca/images/14905194_M.jpg,chacun,36.99,9.0,27.990000000000002,75.67,"27,74 $",1.0,1 en magasin,,
MULTY HOME,Tapis d'extérieur rond Polyweave par Multy Home en polyester tissé bleu 5 pi,https://www.rona.ca/fr/produit/tapis-dexterieur-rond-polyweave-par-multy-home-en-polyester-tisse-bleu-5-pi-mt1005772-76675164,https://cdn.rona.ca/images/76675164_M.jpg,chacun,44.99,17.0,27.990000000000002,62.21,27 $,6.0,6 en magasin,Ramassage en magasin,Livraison
LUTRON,Télécommande Lutron pour ventilateur avec gradateur blanc,https://www.rona.ca/fr/produit/telecommande-lutron-pour-ventilateur-avec-gradateur-blanc-3477028,https://cdn.rona.ca/images/3477028_M.jpg,chacun,52.99,25.0,27.990000000000002,52.82,"27,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
BAZZ SMART HOME,Luminaire DEL encastré 11 W blanc de 4 po Wi-Fi Color par Bazz Smart Home,https://www.rona.ca/fr/produit/luminaire-del-encastre-11-w-blanc-de-4-po-wi-fi-color-par-bazz-smart-home-slmr4rgbwwfw-33785551,https://cdn.rona.ca/images/33785551_M.jpg,chacun,54.99,27.0,27.990000000000002,50.9,"27,49 $",1.0,1 en magasin,Ramassage en magasin,Livraison
MALCO,"Cisailles Andy Malco, 12 po, gris",https://www.rona.ca/fr/produit/cisailles-andy-malco-12-po-gris-m12nev-39205004,https://cdn.rona.ca/images/39205004_M.jpg,chacun,57.99,30.0,27.990000000000002,48.27,"27,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
SCOTTS,"Pulvérisateur « Pump Zero », 2 gal, noir/blanc",https://www.rona.ca/fr/produit/scotts-pulverisateur-pump-zero-2-gal-noir-blanc-190567c-49455006,https://cdn.rona.ca/images/49455006_M.jpg,chacun,109.99,82.0,27.989999999999995,25.45,"27,50 $",2.0,2 en magasin,Ramassage en magasin,Livraison
DEWALT,"Brosse à fils ondulés pour meuleuses d'établi DEWALT, 6 po dia x 1 1/8 po L., 5/8 po diamètre d'arbre, acier au carbone",https://www.rona.ca/fr/produit/brosse-a-fils-ondules-pour-meuleuses-detabli-dewalt-6-po-dia-x-1-1-8-po-l-5-8-po-diametre-darbre-acier-au-carbone-dw4905-00275792,https://cdn.rona.ca/images/00275792_M.jpg,chacun,47.49,20.0,27.490000000000002,57.89,"27,49 $",4.0,4 en magasin,Ramassage en magasin,Livraison
,"Thuja Highlights, pot de culture de 2 gallons",https://www.rona.ca/fr/produit/thuja-highlights-pot-de-culture-de-2-gallons-829525013711-48745066,https://cdn.rona.ca/images/48745066_M.jpg,chacun,34.99,8.0,26.990000000000002,77.14,"26,24 $",3.0,3 en magasin,Ramassage en magasin,Livraison
IMPERIAL,"Raccord en T Imperial, acier noir mat, calibre 24, 7 po de diamètre",https://www.rona.ca/fr/produit/raccord-en-t-imperial-acier-noir-mat-calibre-24-7-po-de-diametre-bm0084-a-1224073,https://cdn.rona.ca/images/1224073_M.jpg,chacun,40.99,14.0,26.990000000000002,65.85,"26,92 $",4.0,4 en magasin,Ramassage en magasin,Livraison
DEWALT,"Genouillères Dewalt, tissu néoprène et PVC, noir",https://www.rona.ca/fr/produit/genouilleres-dewalt-tissu-neoprene-et-pvc-noir-dg5224-18985146,https://cdn.rona.ca/images/18985146_M.jpg,chacun,46.99,20.0,26.990000000000002,57.44,"26,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Applique murale 2 en 1 Globe Electric, 1 lumière, laiton mat",https://www.rona.ca/fr/produit/applique-murale-2-en-1-globe-electric-1-lumiere-laiton-mat-51658-00795883,https://cdn.rona.ca/images/00795883_M.jpg,chacun,71.99,45.0,26.989999999999995,37.49,"26,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,"Crème à glacis scintillant, 946 mL, argent",https://www.rona.ca/fr/produit/creme-a-glacis-scintillant-946-ml-argent-03306140,https://cdn.rona.ca/images/03306140_M.jpg,chacun,52.49,26.0,26.490000000000002,50.47,"26,24 $",3.0,3 en magasin,Ramassage en magasin,Livraison
WHIRLPOOL,"Sécheuse électrique Whirlpool à conduit et porte battante réversible 7,0 pi³ blanche",https://www.rona.ca/fr/produit/secheuse-electrique-whirlpool-a-conduit-et-porte-battante-reversible-7-0-pi3-blanche-ywed4815ew-30005868,https://cdn.rona.ca/images/30005868_M.jpg,chacun,695.0,669.0,26.0,3.74,26 $,,,,Livraison
SCHLAGE,"Poignée intimité Broadway, levier, acier, noir mat",https://www.rona.ca/fr/produit/schlage-poignee-intimite-broadway-levier-acier-noir-mat-156830-12825532,https://cdn.rona.ca/images/12825532_M.jpg,chacun,49.99,24.0,25.990000000000002,51.99,25 $,7.0,7 en magasin,Ramassage en magasin,Livraison
GE,"Ampoule à DEL T8 U6 22,5 po de GE culot G13 à coude en U 13 W blanc froid",https://www.rona.ca/fr/produit/ampoule-a-del-t8-u6-22-5-po-de-ge-culot-g13-a-coude-en-u-13-w-blanc-froid-34041-32285038,https://cdn.rona.ca/images/32285038_M.jpg,chacun,29.99,4.0,25.99,86.66,25 $,5.0,5 en magasin,Ramassage en magasin,Livraison
GENERAL,"Rapporteur d'angle numérique Angle-Izer de General Tools, 180°, 6 po, acier inoxydable",https://www.rona.ca/fr/produit/rapporteur-dangle-numerique-angle-izer-de-general-tools-180-6-po-acier-inoxydable-1702-01215294,https://cdn.rona.ca/images/01215294_M.jpg,chacun,75.99,50.0,25.989999999999995,34.2,"25,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
IRWIN,"Foret à échelons fractionnés Unibit d'IRWIN, no 3 3/8 po, tige hexagonale, 9 formats, acier rapide",https://www.rona.ca/fr/produit/foret-a-echelons-fractionnes-unibit-dirwin-no-3-3-8-po-tige-hexagonale-9-formats-acier-rapide-10233-0244131,https://cdn.rona.ca/images/0244131_M.jpg,chacun,55.79,30.0,25.79,46.23,"25,79 $",1.0,1 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,Luminaire lanterne Project Source noir à 3 lumières de 60 W,https://www.rona.ca/fr/produit/luminaire-lanterne-project-source-noir-a-3-lumieres-de-60-w-sm-115-43855126,https://cdn.rona.ca/images/43855126_M.jpg,chacun,134.99,110.0,24.99000000000001,18.51,"24,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Luminaire suspendu à 1 lumière de allen + roth, noir mat, montage sur corde, ampoule type A19 de 60 W",https://www.rona.ca/fr/produit/luminaire-suspendu-a-1-lumiere-de-allen-roth-noir-mat-montage-sur-corde-ampoule-type-a19-de-60-w-ws-pc2020-3-08385074,https://cdn.rona.ca/images/08385074_M.jpg,chacun,139.99,115.0,24.99000000000001,17.85,"24,99 $",5.0,5 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Plafonniers Project Source à 2 lumières 13,5 po x 5,5 po en verre opale et nickel brossé 6/pqt",https://www.rona.ca/fr/produit/plafonniers-project-source-a-2-lumieres-13-5-po-x-5-5-po-en-verre-opale-et-nickel-brosse-6-pqt-08385085,https://cdn.rona.ca/images/08385085_M.jpg,chacun,144.99,120.0,24.99000000000001,17.24,"24,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
CANARM,"Plafonnier Adira Canarm, DEL intégré, 22 W, 14 po, métal/acrylique, blanc",https://www.rona.ca/fr/produit/plafonnier-adira-canarm-del-integre-22-w-14-po-metal-acrylique-blanc-lfm177a14wh-05115769,https://cdn.rona.ca/images/05115769_M.jpg,chacun,164.99,140.0,24.99000000000001,15.15,"24,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Lampe sur pied Allen + Roth Latchbury 3 lumières 66,55 po bronze",https://www.rona.ca/fr/produit/lampe-sur-pied-allen-roth-latchbury-3-lumieres-66-55-po-bronze-fl04bz-31955387,https://cdn.rona.ca/images/31955387_M.jpg,chacun,214.99,190.0,24.99000000000001,11.62,"24,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
,"Berbéris « Aurea Nana », assorti",https://www.rona.ca/fr/produit/berberis-aurea-nana-assorti-2beass0002-14905227,https://cdn.rona.ca/images/14905227_M.jpg,chacun,32.99,8.0,24.990000000000002,75.75,"24,74 $",2.0,2 en magasin,Ramassage en magasin,Livraison
SCOTTS,"Ensemble d'outils à main de jardin Scotts, 3 pièces, acier et caoutchouc, vert et noir",https://www.rona.ca/fr/produit/ensemble-doutils-a-main-de-jardin-scotts-3-pieces-acier-et-caoutchouc-vert-et-noir-sct30596qpd-49555317,https://cdn.rona.ca/images/49555317_M.jpg,chacun,36.99,12.0,24.990000000000002,67.56,24 $,17.0,17 en magasin,Ramassage en magasin,Livraison
OVE DECORS,"Trousse de finition pour trop-plein et drain de baignoire d'OVE Decors, noir mat",https://www.rona.ca/fr/produit/trousse-de-finition-pour-trop-plein-et-drain-de-baignoire-dove-decors-noir-mat-tubtrim-mb-69375246,https://cdn.rona.ca/images/69375246_M.jpg,chacun,49.99,25.0,24.990000000000002,49.99,"24,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
OVE DECORS,"Trousse de finition pour trop-plein et drain de baignoire d'OVE Decors, or brossé",https://www.rona.ca/fr/produit/trousse-de-finition-pour-trop-plein-et-drain-de-baignoire-dove-decors-or-brosse-tubtrim-bg-69375247,https://cdn.rona.ca/images/69375247_M.jpg,chacun,49.99,25.0,24.990000000000002,49.99,"24,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
OVE DECORS,"Trousse de finition pour trop-plein et drain de baignoire d'OVE Decors, blanc",https://www.rona.ca/fr/produit/trousse-de-finition-pour-trop-plein-et-drain-de-baignoire-dove-decors-blanc-tubtrim-wht-69375248,https://cdn.rona.ca/images/69375248_M.jpg,chacun,49.99,25.0,24.990000000000002,49.99,"24,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
GE,"Ampoule avec détecteur de mouvement à intensité variable GE Cync de 60 watts EQ, A19, blanc doux (1/pqt)",https://www.rona.ca/fr/produit/ampoule-avec-detecteur-de-mouvement-a-intensite-variable-ge-cync-de-60-watts-eq-a19-blanc-doux-1-pqt-93129569-32285495,https://cdn.rona.ca/images/32285495_M.jpg,chacun,49.99,25.0,24.990000000000002,49.99,"24,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
EMERGILITE,Lumière d'urgence angulaire à DEL par Emergi-Lite,https://www.rona.ca/fr/produit/emergilite-lumiere-durgence-angulaire-a-del-par-emergi-lite-ex10w-u-rt-03205603,https://cdn.rona.ca/images/03205603_M.jpg,chacun,64.99,40.0,24.989999999999995,38.45,"24,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CANARM,"Suspension à 1 lumière Coco de Canarm de forme géométrique, or",https://www.rona.ca/fr/produit/suspension-a-1-lumiere-coco-de-canarm-de-forme-geometrique-or-ipl1034a01gd-05115778,https://cdn.rona.ca/images/05115778_M.jpg,chacun,94.99,70.0,24.989999999999995,26.31,"24,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Applique 2 en 1 Globe Electric à 1 lumière avec bras pivotant, bronze foncé/beige",https://www.rona.ca/fr/produit/applique-2-en-1-globe-electric-a-1-lumiere-avec-bras-pivotant-bronze-fonce-beige-51657-00795866,https://cdn.rona.ca/images/00795866_M.jpg,chacun,109.99,85.0,24.989999999999995,22.72,"24,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
MOEN,Ensemble de 3 accessoires de salle de bain Iso par MOEN noir mat,https://www.rona.ca/fr/produit/ensemble-de-3-accessoires-de-salle-de-bain-iso-par-moen-noir-mat-dn0793bl-15025904,https://cdn.rona.ca/images/15025904_M.jpg,chacun,119.99,95.0,24.989999999999995,20.83,24 $,10.0,10 en magasin,Ramassage en magasin,Livraison
PROJECT SOURCE,"Luminaire suspendu à DEL, intensité variable, nickel satiné",https://www.rona.ca/fr/produit/luminaire-suspendu-a-del-intensite-variable-nickel-satine-43855108,https://cdn.rona.ca/images/43855108_M.jpg,chacun,124.99,100.0,24.989999999999995,19.99,"24,99 $",5.0,5 en magasin,Ramassage en magasin,Livraison
VOLTZ,"Applique murale DEL à verre bullé par Voltz, acier inoxydable",https://www.rona.ca/fr/produit/applique-murale-del-a-verre-bulle-par-voltz-acier-inoxydable-amp105-rnss-08325100,https://cdn.rona.ca/images/08325100_M.jpg,chacun,124.99,100.0,24.989999999999995,19.99,"24,99 $",5.0,5 en magasin,Ramassage en magasin,Livraison
MASTER PLUMBER,"Cartouche pour robinet, Emco, plastique, 3 1/2""",https://www.rona.ca/fr/produit/master-plumber-cartouche-pour-robinet-emco-plastique-3-1-2-e-10aa-6784076,https://cdn.rona.ca/images/6784076_M.jpg,chacun,124.99,100.0,24.989999999999995,19.99,"24,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
KOBALT,Barre de remplacement pour scie à chaîne 14 po,https://www.rona.ca/fr/produit/kobalt-barre-de-remplacement-pour-scie-a-chaine-14-po-45595095,https://cdn.rona.ca/images/45595095_M.jpg,chacun,39.49,15.0,24.490000000000002,62.02,"23,50 $",3.0,3 en magasin,Ramassage en magasin,Livraison
LUMIRAMA,"Suspension à 1 lumière, verre fumé, 12'' x 12''",https://www.rona.ca/fr/produit/lumirama-suspension-a-1-lumiere-verre-fume-12-x-12-3892-01-smk-66905380,https://cdn.rona.ca/images/66905380_M.jpg,chacun,109.0,85.0,24.0,22.02,24 $,3.0,3 en magasin,Ramassage en magasin,Livraison
EUROFASE,"Lanterne murale Eurofase extérieur à une lumière , 11 po, noir",https://www.rona.ca/fr/produit/lanterne-murale-eurofase-exterieur-a-une-lumiere-11-po-noir-33411-lwc-41537051,https://cdn.rona.ca/images/41537051_M.jpg,chacun,114.0,90.0,24.0,21.05,24 $,9.0,9 en magasin,Ramassage en magasin,Livraison
GENERAL,Règle multi-usage,https://www.rona.ca/fr/produit/general-regle-multi-usage-16me-0191032,https://cdn.rona.ca/images/0191032_M.jpg,chaque,38.99,15.0,23.990000000000002,61.53,"23,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
CLOSETMAID,Panier à linge brun,https://www.rona.ca/fr/produit/panier-a-linge-brun-36485248,https://cdn.rona.ca/images/36485248_M.jpg,chacun,39.99,16.0,23.990000000000002,59.99,"23,17 $",7.0,7 en magasin,Ramassage en magasin,Livraison
MASTER PLUMBER,"Cartouche de robinet Master Plumber de Kohler, plastique, pour poignée simple, blanche",https://www.rona.ca/fr/produit/cartouche-de-robinet-master-plumber-de-kohler-plastique-pour-poignee-simple-blanche-kh-3-67845644,https://cdn.rona.ca/images/67845644_M.jpg,chacun,41.99,18.0,23.990000000000002,57.13,"23,70 $",4.0,4 en magasin,Ramassage en magasin,Livraison
SCHLAGE,"Poignée de porte de passage Broadway, levier, acier, noir mat",https://www.rona.ca/fr/produit/schlage-poignee-de-porte-de-passage-broadway-levier-acier-noir-mat-156829-12825531,https://cdn.rona.ca/images/12825531_M.jpg,chacun,47.99,24.0,23.990000000000002,49.99,"23,99 $",11.0,11 en magasin,Ramassage en magasin,Livraison
